com.samsung.shealth.insight_message,6320001,2
is_ai_generated,feedback_type,service_id,description,exposure_uri,condition_id,msg_id,update_time,create_time,is_viewed,tag,category,title,deviceuuid,pkg_name,datauuid,day_time
1,0,tracker.vitality,"Your moderate-to-vigorous exercise time yesterday was 55 minutes, significantly higher than your usual 0 minutes. Excessive exercise can lead to chronic fatigue and injury. Consider reducing your exercise time to 9 minutes today. This will help balance your energy score. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32470__42457;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,exercise_time_44,exercise_time_44,2025-11-20 22:50:27.261,2025-11-20 22:50:27.261,0,32470,VS_VITALITYSCORE,Balance Your Exercise,4FEhL4nduw,com.sec.android.app.shealth,565c38db-50f5-47fd-8d66-689168ff4321,1763683200000,
1,0,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This could be influencing your energy score. Consider incorporating stress-relieving activities like deep breathing or hobbies today. Keep focusing on your health goals and maintain your good work on your sleep routine.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32535__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-11-21 21:39:20.171,2025-11-21 20:36:59.845,0,32535,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,f081a171-8b24-49b4-9189-1e26b3da7577,1763769600000,
1,0,tracker.vitality,"Your active time yesterday was 2 hours and 17 minutes, which is a bit excessive. This increase from your recent average of 1 hour and 4 minutes can negatively impact your health. Consider reducing your active time to today's target of 1 hour and 17 minutes. Keep focusing on a balanced fitness plan to improve your energy score.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32623__42517;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_81,active_time_81,2025-11-23 00:22:03.574,2025-11-23 00:22:03.574,0,32623,VS_VITALITYSCORE,Balance Your Activity,4FEhL4nduw,com.sec.android.app.shealth,3877e20d-ff64-4d2b-9dca-b10edc54274c,1763856000000,
1,0,tracker.vitality,"Your excellent sleeping heart rate variability indicates a healthy balance, contributing positively to your energy score. Continue your current healthy lifestyle habits to maintain this balance. Consider incorporating stress-reducing activities today to further improve your energy score tomorrow. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32528__42477;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_58,shrv_balance_58,2025-11-23 23:31:12.595,2025-11-23 23:31:12.595,0,32528,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,ec728c26-b08a-4f67-b767-24e1c35ce528,1763942400000,
1,0,tracker.vitality,"Your active time yesterday was lower than your average, which is a positive change and contributes to better recovery. Continue to prioritize rest and recovery today to maintain your good energy score of 76. Consider light activities like walking or stretching to help recharge. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32373__42425;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_31,active_time_31,2025-11-24 23:14:28.369,2025-11-24 20:21:53.655,0,32373,VS_VITALITYSCORE,Prioritize Recovery,4FEhL4nduw,com.sec.android.app.shealth,7e867343-9ef7-4223-8ae3-ce51b92bdd2c,1764028800000,
1,0,tracker.vitality,"Sleeping at 12:35 AM is excellent and contributes to your good energy score of 81. However, your sleep time average is currently graded as fair. Consider aiming for around 8 hours of sleep tonight to improve your energy score tomorrow. Keep up the great work with your consistent bedtime and sleep duration!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32653__42532;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,sleep_timing_23,sleep_timing_23,2025-11-25 23:35:55.990,2025-11-25 19:39:37.058,0,32653,VS_VITALITYSCORE,Maintain Your Sleep Routine,4FEhL4nduw,com.sec.android.app.shealth,5b6a34a5-e5a9-4fd6-9a14-f10f7a085a42,1764115200000,
1,0,tracker.vitality,Consuming alcohol or late-night snacks before bed can reduce your sleep quality and affect your sleeping heart rate variability. Avoid these habits to maintain your excellent energy score of 89. Consider incorporating a relaxing bedtime routine to help improve sleep quality. Keep up the great work on your energy levels!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32609__42511;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,behavior_check_before_sleep_72,behavior_check_before_sleep_72,2025-11-26 22:05:53.917,2025-11-26 22:05:53.917,0,32609,VS_VITALITYSCORE,Improve Sleep Quality,4FEhL4nduw,com.sec.android.app.shealth,cb127f76-9970-44c6-ab02-322d93c7db9b,1764201600000,
1,0,tracker.vitality,"Your energy score is good today, reflecting your hard work. Your recent sleeping heart rate of 57bpm contributes positively to this. Consider maintaining your current sleep duration of around 8 hours to further boost your energy. Keep up the great work and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32602__42507;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,score_76,score_76,2025-11-29 23:56:46.058,2025-11-29 21:01:54.707,0,32602,VS_VITALITYSCORE,Keep Up the Great Work!,4FEhL4nduw,com.sec.android.app.shealth,9fb83400-4188-496d-bd4a-54ac65c05307,1764460800000,
1,0,tracker.vitality,"Your active time of 2 hours and 24 minutes yesterday is a bit excessive, affecting your health. Consider reducing your active time to 1 hour and 9 minutes today to maintain a balanced fitness plan. This will help improve your energy score from good to excellent. Keep up the good work and stay consistent!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32625__42517;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_81,active_time_81,2025-11-30 23:02:57.713,2025-11-30 23:02:57.713,0,32625,VS_VITALITYSCORE,Balance Your Activity,4FEhL4nduw,com.sec.android.app.shealth,150be3d3-5f6e-4422-8de6-cfb60e73faaa,1764547200000,
1,0,tracker.vitality,"Your active time yesterday was lower than your average, which is a positive change and helps prevent overexertion. Continue to prioritize rest and recovery today to maintain your excellent energy score of 88. Consider light activities to avoid strain. Keep up the great work and stay focused on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32377__42425;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_31,active_time_31,2025-12-01 23:41:15.897,2025-12-01 23:41:15.897,0,32377,VS_VITALITYSCORE,Prioritize Recovery,4FEhL4nduw,com.sec.android.app.shealth,36a36502-cc93-45a1-b1d6-bf8b35cfed35,1764633600000,
1,0,tracker.vitality,"Your moderate-to-vigorous exercise time of 7 minutes yesterday was appropriate, contributing positively to your energy score. However, your recent mean sleep time of 6 hours and 46 minutes may be affecting your overall energy. Consider aiming for around 8 hours of sleep tonight to improve your energy score tomorrow. Keep up the good work with your exercise routine!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32439__42447;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,exercise_time_43,exercise_time_43,2025-12-02 23:44:45.162,2025-12-02 23:44:45.162,0,32439,VS_VITALITYSCORE,Consistency is Key!,4FEhL4nduw,com.sec.android.app.shealth,b8cdce5b-d498-4890-a624-19cf0b246374,1764720000000,
1,0,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This is affecting your energy score, which is currently fair at 70. Consider incorporating stress-relieving activities like deep breathing or hobbies today. Prioritize rest and self-care to improve your overall well-being. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32536__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-12-03 23:28:23.469,2025-12-03 17:42:09.482,0,32536,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,5088731c-fb22-4805-99e4-fac0d2337727,1764806400000,
1,0,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. With an average of 1 hour and 15 minutes of active time recently, consider maintaining this balance to keep your energy score excellent. Continue your healthy habits to sustain this stability. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32526__42475;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_57,shrv_balance_57,2025-12-04 23:00:20.818,2025-12-04 23:00:20.818,0,32526,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,ca27d105-6fae-427b-ad26-c76affb5d49e,1764892800000,
1,0,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. With an excellent energy score of 92, continue with your current healthy habits to maintain this stability. Consider increasing your daily active time to at least 2 hours to support your energy levels. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32527__42475;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_57,shrv_balance_57,2025-12-06 00:00:48.580,2025-12-06 00:00:48.580,0,32527,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,77ce3a84-88ac-4559-97d4-62c19fc8ff29,1764979200000,
1,0,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This may be influencing your energy score. Consider incorporating stress-relieving activities like hobbies or mindfulness today. Continue to prioritize rest and self-care to improve your overall well-being.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32534__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-12-06 23:17:03.255,2025-12-06 23:17:03.255,0,32534,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,b6aafebe-85e3-4603-bb1a-438c661a02af,1765065600000,
1,0,tracker.vitality,"Your active time yesterday was 2 hours and 37 minutes, which is 53 minutes more than your recent average. This might be affecting your energy score. Consider reducing today's active time to 1 hour and 23 minutes to avoid overexertion. Prioritize rest to help improve your energy score tomorrow. Keep up the good work and stay balanced!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32382__42427;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_33,active_time_33,2025-12-07 22:22:33.823,2025-12-07 22:22:33.823,0,32382,VS_VITALITYSCORE,Balance Your Activity,4FEhL4nduw,com.sec.android.app.shealth,df3f20fd-3f0e-40c6-a9a3-314f77b62263,1765152000000,
1,0,tracker.vitality,"Consuming alcohol or eating late at night can reduce your sleep quality and sleeping heart rate variability, affecting how rested you feel. Consider avoiding these habits before bed to improve your sleep. Focus on maintaining a balanced routine to enhance your energy score. Keep up the good work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32610__42511;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,behavior_check_before_sleep_72,behavior_check_before_sleep_72,2025-12-08 23:02:07.281,2025-12-08 15:53:26.336,0,32610,VS_VITALITYSCORE,Improve Sleep Quality,4FEhL4nduw,com.sec.android.app.shealth,05c2522a-307d-4626-83f8-979c6e5b60da,1765238400000,
1,0,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. With your current healthy habits, such as regular activity and adequate sleep, your sleeping HRV should remain stable. Consider maintaining your average active time of 1 hour and 33 minutes daily to support this balance. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32526__42475;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_57,shrv_balance_57,2025-12-09 23:06:13.879,2025-12-09 23:06:13.879,0,32526,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,f6cd7660-da66-4869-b23f-87b80f68dd24,1765324800000,
1,0,tracker.vitality,"Your active time yesterday was lower than your average, which is a positive change and contributes to better recovery. Continue to prioritize rest and recovery today to maintain your energy score. Consider light activities to help manage stress. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32373__42425;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_31,active_time_31,2025-12-10 22:59:33.503,2025-12-10 22:59:33.503,0,32373,VS_VITALITYSCORE,Prioritize Recovery,4FEhL4nduw,com.sec.android.app.shealth,ef8a4ed6-d00f-45d5-a603-8e7acc51a678,1765411200000,
1,0,tracker.vitality,"Your sleeping heart rate is stable and within an excellent range, indicating good recovery. With 1 hour and 37 minutes of active time recently, consider maintaining this balance to support your energy levels. Continue prioritizing rest and well-being to keep your energy score high. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32555__42489;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shr_balance_65,shr_balance_65,2025-12-12 22:57:26.879,2025-12-12 22:57:26.879,0,32555,VS_VITALITYSCORE,Keep Up the Great Work!,4FEhL4nduw,com.sec.android.app.shealth,be00702a-e594-4177-b774-6cfb69f372e7,1765584000000,
